y_h,V_h,k_l,k_r,Q_G,t_G,y_l_ratio,IC_mean,IC_std,IC_range,IC_skew,IC_kurt,V_mean,V_drop,I_mean,I_std,T_mean,T_max,t_total,capacity,SOH
5.95722511588712,3.495,40.2990814845686,-33.2091461645107,0.496549227031027,946.172,0.661762979402136,1.38494350784569,1.72035161098342,5.85027667881988,1.20840678860513,3.17613769798789,3.56510119264678,1.83547531345353,1.98976816096518,0.00153553876073013,31.6128676263683,38.8234723897286,3431.484,1.88346774379508,1
5.85381293867916,3.5,35.6581964747138,-32.9898997686719,0.49388308076177,936.625,0.695427605491956,1.36986552018317,1.71421883748962,5.7508524066536,1.20094051316654,3.12272613040132,3.56594732733748,1.89938000842686,1.98971649341775,0.00163800326515848,31.8252267891339,39.053875772292,3394.547,1.86282111179058,0.989037968888759
5.78653849685192,3.5,33.7475753778024,-32.318643245839,0.489393439149865,927.109,0.708395827694206,1.36824099248885,1.70100744772322,5.68009758926875,1.18477942225565,3.07238131353342,3.56522866184395,1.85253168162734,1.98954053200685,0.00150811842606526,31.5581454249817,38.6995516979786,3375.563,1.85208503965235,0.983337806423221
5.71919267526901,3.5,31.3274973552413,-31.6177817558332,0.485681295728961,918.312,0.726119584231636,1.37647344826464,1.69025207137145,5.60435106190959,1.16168590419592,3.00826417191143,3.56069553989407,1.96946181088074,1.98940918937775,0.00149107158745384,31.182156796422,38.6052414906155,3366.453,1.84695046482087,0.980611678063234
5.63286553417906,3.495,34.1238358138494,-27.5506603412429,0.47963351160556,908.969,0.697100564474752,1.36346102507572,1.6763715551938,5.52757263398215,1.1523516645549,2.97410755307165,3.56174359968276,1.87940314627454,1.98920495425184,0.00147474363414249,31.1120744210718,38.4260474770283,3348.562,1.83682843116902,0.975237530464901
5.6832907576671,3.5,31.7155326872677,-30.9940445554012,0.483129825605171,918.016,0.720975628033095,1.37313126827359,1.68336443104595,5.56778047637188,1.15910651934699,2.99856805882405,3.56187364323072,1.97292944576854,1.98941493025877,0.00148308721330191,31.6622605511148,39.0468968949422,3348.703,1.83716196196723,0.975414613825797
5.61719200468854,3.5,29.9596913845512,-30.7312626402664,0.478814391636006,908.859,0.733321458839715,1.35853315345746,1.66721731194343,5.50739256389886,1.1550624831409,2.98411258629417,3.55864194349627,2.03681570649471,1.98915949177372,0.00152099761741826,31.3754670450805,38.8367649586139,3339.25,1.83167225837189,0.972499934976941
5.54601688465239,3.495,32.4878494597781,-26.4016675663465,0.473753257406267,899.188,0.707106468160219,1.35657012484606,1.65826962961448,5.43917495613532,1.13980526078662,2.93595216043909,3.56088328813617,1.85663057797953,1.98923822751337,0.00127109851217506,31.1769099806843,38.4998147060455,3320.015,1.82114709513178,0.966911751545193
5.50483672510671,3.495,31.1945563453848,-26.2820067962363,0.471507356986173,890.172,0.716662292606145,1.35470852654023,1.65099462488475,5.40216385666485,1.13006274093458,2.90985664479938,3.55799222391179,1.92135327091431,1.98914341544376,0.0012580889807312,31.0178757262263,38.5823401479708,3311.781,1.81650609151151,0.964447677692295
5.4846483257996,3.495,31.4130001968197,-26.039306328121,0.470074679638261,889.797,0.713627945395752,1.35181862695611,1.64585773370394,5.37810883480398,1.13088008945638,2.90846647516523,3.55943491886288,1.86122875067008,1.9896253815076,0.00149709571215933,31.2444268271195,38.787499833494,3301.579,1.81138156015046,0.961726881767893
