y_h,V_h,k_l,k_r,Q_G,t_G,y_l_ratio,IC_mean,IC_std,IC_range,IC_skew,IC_kurt,V_mean,V_drop,I_mean,I_std,T_mean,T_max,t_total,capacity,SOH
5.78086013963212,3.475,35.4592852346454,-26.6291957389736,0.49316332928441,927.422,0.693304418562686,1.4541272578238,1.72215280645389,5.6654573155785,1.09204809264306,2.86613281757998,3.55242094473453,1.55827276950664,2.01057735489279,0.00143270562295876,31.1408533012762,37.2500739611811,3451.094,1.92477608890906,1
5.60945635654569,3.48,29.9450271161579,-27.5119952355324,0.4810608777043,908.515,0.733084409497055,1.43767919769786,1.68454684157312,5.49100796231126,1.05748407009612,2.77124935755385,3.55391883579297,1.5199718581181,2.01043518496125,0.00179663183613626,31.3135177623499,37.3969905206759,3374.969,1.88223175260926,0.977896475052367
5.4231586219911,3.475,30.0301472200359,-23.57092765564,0.467662404272094,880.234,0.723130473279331,1.41124103920841,1.64414293364669,5.31234523858816,1.03663203401557,2.71048719462482,3.54882569977766,1.58718331453773,2.01031513021643,0.00143227723980833,31.1041392874663,37.2852066420257,3336.328,1.85527668788559,0.963892215087279
5.2554636878096,3.475,25.3777627779739,-23.062805984805,0.456992368966035,862.109,0.758558290138706,1.40481425285153,1.60958305861131,5.14404228371257,0.997874106173666,2.60978771422447,3.54478181083634,1.58913919327747,2.01007977074862,0.00140224326755233,30.7689055290432,36.9536590214798,3308.047,1.83925089171819,0.955566157703387
5.11152999120895,3.47,25.5744394521411,-20.2722081556733,0.446388514700897,843.093,0.749835768389062,1.39306863488829,1.57752828922366,5.00640402662464,0.965280466001481,2.52830486161018,3.53917229308668,1.66630819274951,2.01004647162541,0.00139719505821848,30.6695305119939,36.9394082033768,3270.859,1.81853960739944,0.944805797348702
5.09971312489731,3.47,25.8753785002875,-20.3989919725034,0.444320835702744,833.719,0.746305548306617,1.38548071710574,1.56833900395428,4.99246556541862,0.970269493880369,2.54164954406609,3.54065267665508,1.64857015678971,2.01042827300234,0.00136880746357682,31.1941259960273,37.598741245467,3261.312,1.81347700595671,0.942175568579803
4.98686245790177,3.465,25.9437086123051,-18.5208394134922,0.433986488737582,815.219,0.739879444928376,1.38112078032937,1.5370891924149,4.87539761736499,0.937388260799929,2.46638978230166,3.53722079984692,1.60405819613951,2.01005598878602,0.00154844530077714,30.9233062064586,37.316578000949,3232.594,1.79710184503054,0.933668001896842
4.85375532282824,3.465,22.7766801079368,-17.8418470851908,0.426417936958867,805.453,0.765370536903528,1.37499345909851,1.51312172678045,4.74432447180725,0.911881216688262,2.40868623415416,3.53256921159504,1.63194764499021,2.01001157305936,0.00131748565389248,30.8102839275254,37.3871500920148,3203.859,1.78100462941205,0.925304839183396
4.75230179650002,3.46,22.8033793110416,-16.1091167132874,0.417061624719584,787.094,0.760080690499962,1.37060655093483,1.48872695019503,4.64171076340088,0.886773654949764,2.35362004745514,3.52928199001631,1.63033452960046,2.00998871531276,0.0013214885835608,30.6498447963918,37.2260659823141,3186,1.77101304226823,0.92011380049511
4.69667181075438,3.46,21.4796160641536,-16.1485089853698,0.413286422020918,777.344,0.77133152017382,1.36490218973496,1.47299384381046,4.58265739320196,0.87857655489497,2.33707079255758,3.52856701449884,1.58899093095725,2.01036599354822,0.00145494866667248,30.8869883289013,37.5867738186674,3166.157,1.76047124481709,0.91463690502042
4.70394791069164,3.46,22.0533545006156,-16.6568560419152,0.412101458572681,777.625,0.765586748415195,1.35798804049621,1.46628104443669,4.58571400436066,0.887487894768149,2.35916801258932,3.52996689995014,1.54227338254196,2.01054719906138,0.00160795154155812,31.4735220912791,38.1167308811288,3147.672,1.75029137880066,0.909348047747569
4.60560947131275,3.46,19.6751404824466,-16.151988617699,0.405841350220667,758.312,0.786400251638808,1.34923077104069,1.44517709777262,4.49136506404929,0.8689538367233,2.31915290397731,3.52665192708855,1.59098402576569,2.01049482866655,0.00135293111171867,31.6391479383626,38.3404318860927,3128.329,1.73949250377326,0.903737589944386
4.70358417759477,3.46,19.3989356281489,-17.7406626422283,0.415386910807511,770.937,0.793785601621053,1.46316215008849,1.45340993985366,4.50367548653225,0.834229195322239,2.28379101017317,3.52169274900238,1.64229596660585,2.01030764882203,0.00148627844360178,31.3756424363195,38.2923009973341,3152.468,1.75467665536372,0.911626378504238
4.68509569836853,3.46,20.2641269107829,-16.6148487244334,0.412803597795253,777.562,0.783738388547332,1.36845282229622,1.46579651441506,4.56759014088726,0.874630917673803,2.33829263853436,3.52798320142279,1.57781801378381,2.01005817107073,0.00177994194602604,31.2522468524109,37.9903447696257,3176.75,1.76593909418422,0.917477676681409
4.50413302963262,3.455,18.4829846599591,-15.1521753021728,0.399158748075075,749.344,0.794821949769691,1.35993915140455,1.42057485057755,4.38101915394569,0.828676742131115,2.24631155504537,3.52039024240679,1.52971314502718,2.00977023572226,0.00141534617125289,30.9233448373873,37.8988224024417,3119.328,1.73378874196248,0.900774252108032
